CustomerKey,SalesQuantity,UnitPrice,Education,Gender,MaritalStatus,YearlyIncome,Occupation,SalesAmount,Sum of DiscountAmount,Age
7117,39,395.6,Partial High School,M,M,70000,Skilled Manual,14723,707,52
7505,39,419.1,Partial High School,M,M,70000,Skilled Manual,15613,731,47
7938,39,416.0,Partial High School,M,S,70000,Skilled Manual,15592,634,47
7939,38,416.0,Partial High School,M,M,70000,Skilled Manual,15572,634,47
7940,38,424.3,Partial High School,M,S,70000,Skilled Manual,15442,650,47
7941,38,411.2,Partial High School,M,M,70000,Skilled Manual,15334,617,47
8021,37,370.9,Partial High School,M,S,70000,Skilled Manual,13035,687,52
8022,37,375.0,Partial High School,F,S,70000,Skilled Manual,13180,695,51
8023,36,375.0,Partial High School,F,M,70000,Skilled Manual,12801,695,52
8024,37,379.2,Partial High School,F,M,70000,Skilled Manual,13327,703,51
8025,36,386.0,Partial High School,M,S,70000,Skilled Manual,11837,716,51
8075,82,396.6,Partial High School,F,M,70000,Skilled Manual,29598,3236,56
8890,37,393.3,Partial High School,F,S,70000,Skilled Manual,13665,886,52
8891,37,387.8,Partial High School,M,S,70000,Skilled Manual,13474,876,52
9371,38,369.3,Partial High School,M,M,70000,Skilled Manual,13295,739,49
9545,35,395.0,Partial High School,M,M,70000,Skilled Manual,13047,758,52
9546,37,395.5,Partial High School,F,S,70000,Skilled Manual,13873,761,52
10329,38,433.7,Partial High School,M,S,70000,Skilled Manual,15604,878,50
10421,36,398.3,Partial High School,F,S,70000,Skilled Manual,13386,882,47
10501,37,414.5,Partial High School,M,M,70000,Skilled Manual,14465,871,51
10502,37,416.4,Partial High School,M,S,70000,Skilled Manual,14535,871,51
10543,80,402.9,Partial High School,F,M,70000,Skilled Manual,29667,3060,55
10812,37,385.8,Partial High School,F,M,70000,Skilled Manual,13403,873,52
10860,77,410.2,Partial High School,F,S,70000,Skilled Manual,28004,3132,56
11097,37,408.7,Partial High School,M,S,70000,Skilled Manual,14440,733,49
11108,38,402.3,Partial High School,M,S,70000,Skilled Manual,14562,725,49
11109,38,397.8,Partial High School,M,S,70000,Skilled Manual,14391,725,49
11218,38,389.6,Partial High School,M,M,70000,Skilled Manual,14169,636,47
11784,36,399.9,Partial High School,M,M,70000,Skilled Manual,13570,726,52
11785,36,402.4,Partial High School,M,M,70000,Skilled Manual,14042,727,52
11786,36,400.2,Partial High School,M,M,70000,Skilled Manual,13738,749,50
11787,36,410.1,Partial High School,M,M,70000,Skilled Manual,14403,760,52
11788,37,425.8,Partial High School,F,M,70000,Skilled Manual,14994,761,52
11789,37,425.8,Partial High School,M,M,70000,Skilled Manual,14994,761,52
11790,37,426.2,Partial High School,M,M,70000,Skilled Manual,15007,761,52
11791,37,426.2,Partial High School,M,S,70000,Skilled Manual,15007,761,52
11832,81,396.3,Partial High School,M,S,70000,Skilled Manual,29228,2872,55
11833,81,401.9,Partial High School,M,M,70000,Skilled Manual,29653,2904,55
12045,37,398.7,Partial High School,M,M,70000,Skilled Manual,14184,569,49
12046,36,394.4,Partial High School,M,M,70000,Skilled Manual,13960,569,49
12132,37,399.0,Partial High School,F,M,70000,Skilled Manual,14142,621,47
12133,37,399.3,Partial High School,M,M,70000,Skilled Manual,14152,621,46
12363,36,384.6,Partial High School,M,S,70000,Skilled Manual,13256,589,47
12364,35,376.7,Partial High School,M,M,70000,Skilled Manual,12691,552,47
12449,35,374.2,Partial High School,F,M,70000,Skilled Manual,12529,581,47
12499,36,400.9,Partial High School,M,M,70000,Skilled Manual,14040,393,49
12622,79,413.6,Partial High School,F,M,70000,Skilled Manual,30411,2955,52
12741,35,421.4,Partial High School,M,M,70000,Skilled Manual,14217,532,52
12742,35,421.4,Partial High School,F,S,70000,Skilled Manual,14217,532,52
13320,36,396.4,Partial High School,M,M,70000,Skilled Manual,13820,451,47
13321,36,399.2,Partial High School,M,S,70000,Skilled Manual,13910,461,47
13430,35,407.7,Partial High School,F,S,70000,Skilled Manual,14210,398,49
13431,36,408.8,Partial High School,M,S,70000,Skilled Manual,14320,398,49
13687,35,398.3,Partial High School,F,S,70000,Skilled Manual,13596,345,52
13688,35,392.1,Partial High School,F,S,70000,Skilled Manual,13377,345,51
13992,35,402.1,Partial High School,M,S,70000,Skilled Manual,13706,367,51
13993,35,411.5,Partial High School,F,M,70000,Skilled Manual,14021,380,51
13994,35,415.7,Partial High School,M,M,70000,Skilled Manual,14154,395,52
14066,36,402.9,Partial High School,M,M,70000,Skilled Manual,14095,409,46
14067,36,403.1,Partial High School,M,S,70000,Skilled Manual,14103,409,47
14195,35,428.8,Partial High School,F,S,70000,Skilled Manual,14580,427,50
14196,35,437.0,Partial High School,F,S,70000,Skilled Manual,14839,456,50
14807,79,408.1,Partial High School,M,S,70000,Skilled Manual,29191,2739,56
14901,34,403.6,Partial High School,F,M,70000,Skilled Manual,13324,399,51
14902,34,402.8,Partial High School,M,M,70000,Skilled Manual,13299,398,49
14903,34,399.0,Partial High School,M,M,70000,Skilled Manual,13174,391,51
14904,34,392.5,Partial High School,M,M,70000,Skilled Manual,12954,391,49
14968,34,379.8,Partial High School,F,M,70000,Skilled Manual,12561,353,47
15110,33,392.6,Partial High School,M,M,70000,Skilled Manual,12091,717,50
15528,33,396.1,Partial High School,M,M,70000,Skilled Manual,12144,927,52
15595,34,346.2,Partial High School,F,M,70000,Skilled Manual,10836,934,46
15596,32,354.3,Partial High School,F,M,70000,Skilled Manual,10583,924,47
15713,33,357.8,Partial High School,F,S,70000,Skilled Manual,11040,896,50
15714,33,371.8,Partial High School,F,M,70000,Skilled Manual,11603,896,49
15715,34,361.5,Partial High School,F,S,70000,Skilled Manual,11393,896,49
15716,34,359.0,Partial High School,F,M,70000,Skilled Manual,11310,896,50
16441,33,369.3,Partial High School,F,S,70000,Skilled Manual,11219,969,51
16531,34,342.8,Partial High School,F,M,70000,Skilled Manual,10839,817,46
16604,34,352.0,Partial High School,F,M,70000,Skilled Manual,11098,869,47
16653,33,374.2,Partial High School,M,M,70000,Skilled Manual,11550,994,50
16666,34,341.2,Partial High School,M,S,70000,Skilled Manual,10719,882,49
16962,80,414.0,Partial High School,M,M,70000,Skilled Manual,30691,2774,54
17057,33,385.1,Partial High School,M,M,70000,Skilled Manual,11684,1025,52
17058,33,381.9,Partial High School,F,M,70000,Skilled Manual,11577,1025,51
17059,33,376.1,Partial High School,F,S,70000,Skilled Manual,11396,1015,52
17275,34,365.5,Partial High School,M,S,70000,Skilled Manual,11546,882,49
17276,34,357.0,Partial High School,M,S,70000,Skilled Manual,11314,824,50
17291,34,365.0,Partial High School,M,S,70000,Skilled Manual,11568,842,49
17292,33,365.0,Partial High School,M,S,70000,Skilled Manual,11249,842,50
17293,34,359.5,Partial High School,F,S,70000,Skilled Manual,11363,859,49
17905,79,406.8,Partial High School,M,M,70000,Skilled Manual,28669,2628,52
18029,33,354.4,Partial High School,M,S,70000,Skilled Manual,10884,812,52
18030,32,354.7,Partial High School,M,S,70000,Skilled Manual,10510,812,52
18031,33,354.4,Partial High School,M,M,70000,Skilled Manual,10884,812,52
18032,33,345.9,Partial High School,M,M,70000,Skilled Manual,10658,756,52
18033,33,348.8,Partial High School,F,S,70000,Skilled Manual,10756,756,49
18131,32,361.8,Partial High School,F,M,70000,Skilled Manual,11051,730,46
18260,33,418.0,Partial High School,M,S,70000,Skilled Manual,13021,774,50
668,41,401.9,Bachelors,M,M,70000,Skilled Manual,15225,1251,37
669,35,403.3,Bachelors,F,S,70000,Skilled Manual,12956,1254,37
670,40,410.4,Bachelors,F,S,70000,Skilled Manual,15520,1269,37
671,41,394.1,Bachelors,F,S,70000,Skilled Manual,14934,1226,36
820,40,394.8,Bachelors,M,M,70000,Skilled Manual,14846,1271,36
1920,41,367.0,Bachelors,M,S,70000,Skilled Manual,13894,1153,36
1921,40,367.0,Bachelors,F,S,70000,Skilled Manual,13049,1153,36
2889,38,400.7,Bachelors,M,S,70000,Skilled Manual,14327,1245,37
2920,40,379.5,Bachelors,F,M,70000,Skilled Manual,14025,1156,80
3587,37,371.7,Bachelors,F,S,70000,Skilled Manual,12712,1112,37
4491,38,395.4,Bachelors,F,S,70000,Skilled Manual,13922,1063,36
4492,39,372.7,Bachelors,F,S,70000,Skilled Manual,13787,1064,35
4493,40,372.7,Bachelors,F,S,70000,Skilled Manual,13843,1064,35
4494,40,387.3,Bachelors,M,M,70000,Skilled Manual,14421,1069,35
4495,40,395.4,Bachelors,F,S,70000,Skilled Manual,14730,1085,35
5082,38,360.8,Bachelors,M,M,70000,Skilled Manual,13274,729,36
5083,40,372.6,Bachelors,F,S,70000,Skilled Manual,14175,728,35
5112,40,394.4,Bachelors,F,S,70000,Skilled Manual,14957,818,41
5966,40,362.7,Bachelors,F,S,70000,Skilled Manual,13820,690,35
6001,40,368.5,Bachelors,F,S,70000,Skilled Manual,14060,681,41
6002,40,365.7,Bachelors,F,S,70000,Skilled Manual,13946,680,41
6583,38,435.1,Bachelors,F,S,70000,Skilled Manual,15519,829,36
6584,40,421.2,Bachelors,F,S,70000,Skilled Manual,16045,801,35
6585,40,420.2,Bachelors,F,S,70000,Skilled Manual,16007,799,36
6586,40,423.5,Bachelors,M,S,70000,Skilled Manual,16140,801,35
6623,40,400.9,Bachelors,F,S,70000,Skilled Manual,15254,782,41
8162,36,394.8,Bachelors,M,S,70000,Skilled Manual,13544,744,40
8995,37,369.1,Bachelors,F,S,70000,Skilled Manual,12831,824,36
8996,36,369.1,Bachelors,F,M,70000,Skilled Manual,12741,824,36
8997,37,364.5,Bachelors,M,S,70000,Skilled Manual,12695,790,36
8998,37,364.1,Bachelors,F,M,70000,Skilled Manual,12682,790,34
9663,37,391.3,Bachelors,F,M,70000,Skilled Manual,13741,738,35
9664,35,391.3,Bachelors,F,S,70000,Skilled Manual,13464,738,35
9665,37,391.4,Bachelors,M,M,70000,Skilled Manual,13745,738,35
9666,36,397.4,Bachelors,M,S,70000,Skilled Manual,13243,760,34
9667,37,387.1,Bachelors,F,S,70000,Skilled Manual,13562,760,35
9668,35,393.5,Bachelors,F,S,70000,Skilled Manual,11838,773,35
9669,37,392.8,Bachelors,F,S,70000,Skilled Manual,13750,782,35
9703,36,358.3,Bachelors,M,S,70000,Skilled Manual,12203,743,41
10601,37,400.2,Bachelors,F,M,70000,Skilled Manual,13987,819,35
10602,37,394.9,Bachelors,F,M,70000,Skilled Manual,13803,810,35
10603,37,394.9,Bachelors,M,M,70000,Skilled Manual,13803,810,35
10604,37,408.3,Bachelors,M,M,70000,Skilled Manual,14286,820,35
12168,36,401.1,Bachelors,F,S,70000,Skilled Manual,13828,612,36
12169,36,393.2,Bachelors,F,M,70000,Skilled Manual,13542,613,36
12170,36,396.0,Bachelors,M,S,70000,Skilled Manual,13642,613,36
12171,36,404.8,Bachelors,M,S,70000,Skilled Manual,13950,622,36
12859,35,396.9,Bachelors,M,M,70000,Skilled Manual,13499,393,34
12860,35,402.8,Bachelors,F,M,70000,Skilled Manual,13705,393,34
12861,35,417.3,Bachelors,M,M,70000,Skilled Manual,14211,393,36
12862,35,414.4,Bachelors,M,M,70000,Skilled Manual,14121,383,35
13805,35,401.7,Bachelors,F,M,70000,Skilled Manual,13602,459,35
14405,33,405.7,Bachelors,M,S,70000,Skilled Manual,13331,394,35
14406,34,411.3,Bachelors,M,M,70000,Skilled Manual,13591,394,35
14407,33,411.3,Bachelors,F,M,70000,Skilled Manual,11772,394,35
14408,34,411.0,Bachelors,M,S,70000,Skilled Manual,13581,393,35
14409,33,415.3,Bachelors,F,M,70000,Skilled Manual,11879,424,34
14410,33,414.8,Bachelors,M,S,70000,Skilled Manual,13499,424,35
14411,33,417.1,Bachelors,F,S,70000,Skilled Manual,13312,453,35
15320,33,399.7,Bachelors,M,S,70000,Skilled Manual,12515,675,34
15321,31,384.8,Bachelors,F,M,70000,Skilled Manual,10852,689,34
15322,32,368.2,Bachelors,M,M,70000,Skilled Manual,11131,633,34
16097,33,400.5,Bachelors,M,M,70000,Skilled Manual,12195,1023,35
16098,32,398.1,Bachelors,F,M,70000,Skilled Manual,12044,1023,35
16099,33,379.7,Bachelors,F,M,70000,Skilled Manual,11585,946,36
16280,32,353.3,Bachelors,F,S,70000,Skilled Manual,10303,996,35
16281,33,354.4,Bachelors,F,M,70000,Skilled Manual,10697,998,35
16282,33,349.9,Bachelors,F,S,70000,Skilled Manual,10550,998,35
17665,32,364.7,Bachelors,F,S,70000,Skilled Manual,10841,894,33
17666,33,368.8,Bachelors,F,M,70000,Skilled Manual,11253,918,33
17667,33,368.8,Bachelors,M,M,70000,Skilled Manual,11253,918,33
17668,33,368.8,Bachelors,M,S,70000,Skilled Manual,11253,918,33
17845,33,326.3,Bachelors,F,S,70000,Skilled Manual,9999,768,33
17846,33,321.7,Bachelors,F,S,70000,Skilled Manual,9856,760,33
17847,33,321.7,Bachelors,F,S,70000,Skilled Manual,9856,760,33
17848,33,335.9,Bachelors,F,S,70000,Skilled Manual,10274,812,33
18138,32,380.9,Bachelors,M,M,70000,Skilled Manual,11356,833,40
74,37,500.1,High School,F,S,70000,Skilled Manual,16509,2435,47
75,38,489.4,High School,M,S,70000,Skilled Manual,16234,2362,47
965,38,495.8,High School,M,S,70000,Skilled Manual,16609,2231,46
966,38,495.8,High School,F,S,70000,Skilled Manual,16609,2231,47
967,38,486.1,High School,M,S,70000,Skilled Manual,16239,2231,48
1788,39,373.1,Graduate Degree,F,S,70000,Skilled Manual,13401,1137,47
2078,38,502.1,High School,M,S,70000,Skilled Manual,16840,2240,46
2079,38,501.7,High School,F,S,70000,Skilled Manual,16828,2237,46
3033,38,491.4,High School,M,M,70000,Skilled Manual,16563,2109,47
3278,37,480.7,High School,M,S,70000,Skilled Manual,14509,2165,47
4180,37,519.5,High School,M,S,70000,Skilled Manual,17423,2247,47
4181,37,519.1,High School,F,S,70000,Skilled Manual,17081,2244,47
4182,38,519.1,High School,F,S,70000,Skilled Manual,17480,2244,47
4183,37,519.1,High School,F,S,70000,Skilled Manual,17418,2244,47
4754,38,490.6,High School,F,S,70000,Skilled Manual,16513,2131,47
4755,38,490.6,High School,F,S,70000,Skilled Manual,16513,2131,47
4756,38,473.8,High School,M,M,70000,Skilled Manual,15939,2065,47
5661,38,485.1,High School,M,S,70000,Skilled Manual,16372,2060,45
5662,38,484.8,High School,M,S,70000,Skilled Manual,16362,2060,45
6513,37,507.1,High School,M,M,70000,Skilled Manual,16909,2255,45
6514,38,501.4,High School,M,S,70000,Skilled Manual,16830,2222,45
7487,37,519.1,High School,F,S,70000,Skilled Manual,17018,2189,45
7488,36,524.9,High School,F,S,70000,Skilled Manual,17134,2233,45
7489,36,524.0,High School,M,M,70000,Skilled Manual,17091,2233,45
7490,37,537.2,High School,M,M,70000,Skilled Manual,17644,2233,45
7932,37,502.3,High School,F,M,70000,Skilled Manual,16384,2200,46
10689,38,401.8,Graduate Degree,M,S,70000,Skilled Manual,14390,877,73
10736,38,392.9,Graduate Degree,F,M,70000,Skilled Manual,14124,807,33
10737,38,392.9,Graduate Degree,M,M,70000,Skilled Manual,14124,807,33
11067,37,414.4,Graduate Degree,F,M,70000,Skilled Manual,14567,765,32
11068,37,414.0,Graduate Degree,F,M,70000,Skilled Manual,14553,765,32
11548,38,384.4,Graduate Degree,M,S,70000,Skilled Manual,13967,642,32
11549,37,382.6,Graduate Degree,F,M,70000,Skilled Manual,13584,613,33
11550,38,387.1,Graduate Degree,F,M,70000,Skilled Manual,14093,617,32
12016,36,420.9,Graduate Degree,M,M,70000,Skilled Manual,14417,733,33
12017,35,420.6,Graduate Degree,F,M,70000,Skilled Manual,14391,733,33
12018,36,421.9,Graduate Degree,F,M,70000,Skilled Manual,14499,689,33
12019,36,410.8,Graduate Degree,M,M,70000,Skilled Manual,14099,689,33
12344,35,520.0,High School,M,S,70000,Skilled Manual,14913,2351,46
12345,35,524.4,High School,F,S,70000,Skilled Manual,16472,2349,46
12829,35,418.7,Graduate Degree,F,M,70000,Skilled Manual,14168,487,33
13302,35,534.8,High School,F,S,70000,Skilled Manual,16391,2328,46
13303,35,530.5,High School,M,M,70000,Skilled Manual,16240,2328,46
13304,35,522.2,High School,F,S,70000,Skilled Manual,16008,2270,46
13774,35,423.2,Graduate Degree,F,M,70000,Skilled Manual,14546,422,32
13775,35,425.2,Graduate Degree,M,S,70000,Skilled Manual,14543,422,33
13776,36,436.0,Graduate Degree,F,M,70000,Skilled Manual,15248,450,33
13777,35,434.8,Graduate Degree,F,M,70000,Skilled Manual,13614,441,32
13778,36,433.3,Graduate Degree,M,M,70000,Skilled Manual,15158,441,32
13779,35,428.9,Graduate Degree,M,M,70000,Skilled Manual,14569,441,31
13780,35,419.4,Graduate Degree,F,M,70000,Skilled Manual,14239,441,32
13781,35,419.3,Graduate Degree,F,M,70000,Skilled Manual,14235,441,32
14054,35,539.9,High School,M,M,70000,Skilled Manual,16695,2201,46
14378,34,412.4,Graduate Degree,F,M,70000,Skilled Manual,13883,370,33
14379,34,393.6,Graduate Degree,F,M,70000,Skilled Manual,13106,370,32
14961,34,520.4,High School,M,M,70000,Skilled Manual,14650,2110,45
14962,35,513.3,High School,M,S,70000,Skilled Manual,15896,2071,45
15292,33,360.0,Graduate Degree,M,S,70000,Skilled Manual,11630,538,32
15293,33,354.0,Graduate Degree,F,M,70000,Skilled Manual,11152,528,31
15294,33,354.0,Graduate Degree,M,M,70000,Skilled Manual,11152,528,31
15588,35,548.3,High School,M,S,70000,Skilled Manual,16912,2280,45
15589,34,548.3,High School,M,M,70000,Skilled Manual,16513,2280,46
16073,34,341.0,Graduate Degree,M,M,70000,Skilled Manual,10662,933,32
16074,33,328.2,Graduate Degree,F,M,70000,Skilled Manual,9898,933,32
16075,33,334.0,Graduate Degree,F,M,70000,Skilled Manual,10048,975,32
16076,33,333.1,Graduate Degree,M,M,70000,Skilled Manual,10024,969,31
16250,34,357.2,Graduate Degree,F,M,70000,Skilled Manual,11180,966,32
16251,33,350.5,Graduate Degree,F,M,70000,Skilled Manual,10619,949,32
16514,35,520.3,High School,F,S,70000,Skilled Manual,16092,2117,47
16515,35,520.3,High School,F,S,70000,Skilled Manual,16092,2117,47
17136,35,511.5,High School,F,S,70000,Skilled Manual,15767,2134,47
17137,35,511.5,High School,F,M,70000,Skilled Manual,15529,2374,46
18116,34,486.1,High School,F,M,70000,Skilled Manual,14484,2045,46
43,41,368.2,Partial College,F,M,70000,Skilled Manual,14107,987,26
95,37,492.8,Partial College,M,S,70000,Skilled Manual,14889,2382,41
96,36,495.4,Partial College,M,S,70000,Skilled Manual,14952,2353,39
115,38,497.8,Partial College,F,S,70000,Skilled Manual,16523,2394,41
116,37,494.7,Partial College,M,M,70000,Skilled Manual,16020,2414,41
117,38,487.9,Partial College,M,M,70000,Skilled Manual,16128,2411,41
118,38,492.4,Partial College,F,M,70000,Skilled Manual,16264,2445,40
122,36,492.8,Partial College,M,M,70000,Skilled Manual,14587,2447,43
123,38,490.3,Partial College,M,M,70000,Skilled Manual,16194,2436,43
124,38,490.3,Partial College,M,M,70000,Skilled Manual,16194,2436,43
126,38,485.5,Partial College,F,S,70000,Skilled Manual,16050,2400,47
167,40,354.3,Partial College,F,S,70000,Skilled Manual,13225,948,32
176,39,365.0,Partial College,M,S,70000,Skilled Manual,13323,1012,39
713,41,363.5,Partial College,F,M,70000,Skilled Manual,13778,1124,41
714,40,362.5,Partial College,M,M,70000,Skilled Manual,12334,1089,42
715,41,380.7,Partial College,F,M,70000,Skilled Manual,14414,1195,41
716,41,394.7,Partial College,F,M,70000,Skilled Manual,14967,1216,42
724,38,352.5,Partial College,M,S,70000,Skilled Manual,12604,1136,36
725,40,347.3,Partial College,M,S,70000,Skilled Manual,12767,1125,36
726,39,342.8,Partial College,M,S,70000,Skilled Manual,12414,1116,36
727,40,356.0,Partial College,M,S,70000,Skilled Manual,13096,1144,37
860,41,364.1,Partial College,M,M,70000,Skilled Manual,13755,1174,41
861,39,359.7,Partial College,F,M,70000,Skilled Manual,12606,1165,42
862,41,359.5,Partial College,F,M,70000,Skilled Manual,13573,1165,41
869,40,341.8,Partial College,F,S,70000,Skilled Manual,12587,1086,36
870,38,346.4,Partial College,F,S,70000,Skilled Manual,11301,1095,36
871,40,350.2,Partial College,F,S,70000,Skilled Manual,12905,1102,37
872,40,348.4,Partial College,M,S,70000,Skilled Manual,12835,1102,36
932,40,381.2,Partial College,M,S,70000,Skilled Manual,14071,1177,25
933,40,395.8,Partial College,F,M,70000,Skilled Manual,14938,1226,25
950,40,348.1,Partial College,F,S,70000,Skilled Manual,12843,1083,24
951,40,351.2,Partial College,F,M,70000,Skilled Manual,12835,1107,24
989,38,462.1,Partial College,F,S,70000,Skilled Manual,15484,2077,40
990,37,454.5,Partial College,F,S,70000,Skilled Manual,14826,2077,40
991,38,475.5,Partial College,F,S,70000,Skilled Manual,15905,2164,40
1007,38,492.4,Partial College,M,M,70000,Skilled Manual,16484,2228,41
1009,37,488.2,Partial College,F,M,70000,Skilled Manual,15673,2199,42
1049,39,354.9,Partial College,F,S,70000,Skilled Manual,12998,1138,32
1962,41,358.9,Partial College,F,M,70000,Skilled Manual,13581,1132,42
1963,41,358.9,Partial College,F,M,70000,Skilled Manual,13581,1132,42
1964,40,359.1,Partial College,M,M,70000,Skilled Manual,12078,1126,42
1965,39,359.1,Partial College,M,M,70000,Skilled Manual,12857,1126,41
1973,40,363.5,Partial College,F,S,70000,Skilled Manual,13479,1060,36
1974,40,362.6,Partial College,M,S,70000,Skilled Manual,13451,1054,37
2033,41,387.0,Partial College,M,M,70000,Skilled Manual,14644,1225,25
2138,38,491.4,Partial College,F,M,70000,Skilled Manual,16531,2142,43
2139,38,491.5,Partial College,F,M,70000,Skilled Manual,16533,2142,43
2140,38,481.1,Partial College,F,S,70000,Skilled Manual,16136,2145,46
2178,40,354.9,Partial College,F,S,70000,Skilled Manual,13071,1126,39
2931,39,380.2,Partial College,F,M,70000,Skilled Manual,13068,1191,42
2932,39,364.5,Partial College,M,M,70000,Skilled Manual,13405,1159,42
2937,40,384.8,Partial College,M,M,70000,Skilled Manual,14155,1236,36
2938,39,383.0,Partial College,F,S,70000,Skilled Manual,13723,1214,37
3000,40,372.0,Partial College,M,M,70000,Skilled Manual,13676,1204,24
3006,40,371.0,Partial College,M,M,70000,Skilled Manual,13637,1204,25
3007,40,394.0,Partial College,F,M,70000,Skilled Manual,14533,1225,25
3048,38,501.3,Partial College,F,S,70000,Skilled Manual,16864,2186,41
3112,39,365.6,Partial College,M,S,70000,Skilled Manual,13123,1135,32
3113,38,362.1,Partial College,M,S,70000,Skilled Manual,12613,1110,30
3114,38,367.2,Partial College,F,S,70000,Skilled Manual,12783,1110,31
3115,40,382.5,Partial College,F,M,70000,Skilled Manual,14141,1159,32
3302,38,482.7,Partial College,M,M,70000,Skilled Manual,16186,2157,41
3303,36,486.7,Partial College,F,S,70000,Skilled Manual,15825,2172,41
3319,37,493.5,Partial College,M,M,70000,Skilled Manual,16255,2129,41
3320,37,491.4,Partial College,F,M,70000,Skilled Manual,16488,2121,42
3321,38,493.2,Partial College,F,M,70000,Skilled Manual,16598,2142,43
3324,38,491.0,Partial College,M,S,70000,Skilled Manual,16563,2096,46
3325,38,491.4,Partial College,F,S,70000,Skilled Manual,16574,2099,46
3326,38,487.7,Partial College,F,S,70000,Skilled Manual,16418,2115,46
3327,38,473.0,Partial College,M,S,70000,Skilled Manual,15858,2115,46
3623,39,403.2,Partial College,M,M,70000,Skilled Manual,14890,1223,41
3624,40,406.8,Partial College,M,M,70000,Skilled Manual,15050,1223,41
3625,39,406.8,Partial College,F,M,70000,Skilled Manual,14671,1223,42
3626,38,406.8,Partial College,M,M,70000,Skilled Manual,14252,1223,42
4007,39,393.8,Partial College,F,M,70000,Skilled Manual,14564,1121,24
4024,40,381.3,Partial College,M,M,70000,Skilled Manual,14169,1084,23
4232,38,491.0,Partial College,F,M,70000,Skilled Manual,16617,2039,42
4234,38,492.8,Partial College,F,M,70000,Skilled Manual,16641,2086,43
4237,38,497.8,Partial College,F,M,70000,Skilled Manual,16793,2125,43
4238,38,500.5,Partial College,M,M,70000,Skilled Manual,16893,2125,43
4239,38,497.8,Partial College,M,M,70000,Skilled Manual,16802,2115,47
4240,37,497.8,Partial College,M,M,70000,Skilled Manual,15913,2115,48
4430,39,385.0,Partial College,M,M,70000,Skilled Manual,12614,1148,23
4545,40,390.7,Partial College,M,M,70000,Skilled Manual,14587,1043,41
4786,38,482.7,Partial College,M,S,70000,Skilled Manual,16247,2094,41
4787,37,489.0,Partial College,M,M,70000,Skilled Manual,14995,2130,41
4806,38,496.5,Partial College,F,M,70000,Skilled Manual,16696,2170,42
4807,38,500.9,Partial College,M,M,70000,Skilled Manual,16831,2204,41
4808,38,510.1,Partial College,M,S,70000,Skilled Manual,17131,2255,42
4809,38,501.6,Partial College,F,M,70000,Skilled Manual,16848,2211,42
4810,38,500.8,Partial College,M,M,70000,Skilled Manual,16824,2205,43
4811,37,500.8,Partial College,F,M,70000,Skilled Manual,16815,2205,43
4812,38,500.7,Partial College,M,M,70000,Skilled Manual,16823,2205,43
4841,40,395.6,Partial College,F,M,70000,Skilled Manual,15027,798,31
5345,38,379.4,Partial College,M,S,70000,Skilled Manual,13955,774,24
5479,38,392.6,Partial College,M,S,70000,Skilled Manual,14198,828,27
5492,38,392.2,Partial College,M,S,70000,Skilled Manual,14002,820,24
5705,38,476.9,Partial College,F,M,70000,Skilled Manual,16037,2085,42
5711,37,463.4,Partial College,F,M,70000,Skilled Manual,15442,2098,44
5712,37,463.0,Partial College,M,M,70000,Skilled Manual,15460,2100,43
5713,38,463.2,Partial College,F,S,70000,Skilled Manual,15510,2093,45
5754,39,396.5,Partial College,F,S,70000,Skilled Manual,14607,857,32
6018,39,374.5,Partial College,M,M,70000,Skilled Manual,14063,688,42
6332,38,471.7,Partial College,M,M,70000,Skilled Manual,15709,2214,41
6334,38,485.8,Partial College,F,S,70000,Skilled Manual,16214,2247,47
6335,37,484.0,Partial College,M,M,70000,Skilled Manual,15829,2233,44
6545,40,396.7,Partial College,M,M,70000,Skilled Manual,15100,769,42
6546,40,396.7,Partial College,M,M,70000,Skilled Manual,15100,769,42
6547,40,394.3,Partial College,F,M,70000,Skilled Manual,15022,750,42
7276,37,505.8,Partial College,F,S,70000,Skilled Manual,16572,2142,39
7300,37,504.1,Partial College,M,M,70000,Skilled Manual,16399,2252,42
7305,37,508.7,Partial College,F,S,70000,Skilled Manual,16675,2148,46
7307,37,529.5,Partial College,F,M,70000,Skilled Manual,17409,2184,43
7308,37,529.5,Partial College,F,S,70000,Skilled Manual,17409,2184,45
7309,36,529.5,Partial College,F,S,70000,Skilled Manual,17301,2184,45
7310,36,546.9,Partial College,F,S,70000,Skilled Manual,18006,2220,45
7352,39,404.9,Partial College,M,M,70000,Skilled Manual,15083,710,32
7461,37,358.1,Partial College,F,S,70000,Skilled Manual,12711,633,24
7528,39,405.8,Partial College,M,M,70000,Skilled Manual,15063,764,42
7529,38,411.4,Partial College,M,M,70000,Skilled Manual,15202,775,42
7743,36,492.2,Partial College,M,M,70000,Skilled Manual,14819,2114,43
7744,37,488.4,Partial College,M,M,70000,Skilled Manual,15913,2158,43
7745,37,488.4,Partial College,F,M,70000,Skilled Manual,15913,2158,43
7746,37,492.0,Partial College,F,M,70000,Skilled Manual,16027,2179,47
7747,36,498.0,Partial College,M,S,70000,Skilled Manual,16146,2223,45
7748,37,498.1,Partial College,F,S,70000,Skilled Manual,16206,2224,46
7895,38,383.1,Partial College,M,S,70000,Skilled Manual,14008,587,27
7906,39,391.0,Partial College,M,S,70000,Skilled Manual,14660,588,25
7963,39,366.8,Partial College,M,M,70000,Skilled Manual,13702,602,41
